polymarket_id,kalshi_id,polymarket_question,kalshi_question,polymarket_yes,kalshi_yes,yes_aligned,normalized_gap,priceable,same_event,same_contract,stage,triage_label,triage_reason,category,polymarket_volume,kalshi_volume,liquidity_floor_passed
0x8ae4eb674bfc74770d110d5d5931384feb15216ddf6c2c842babb636f26bda45,KXMUSKNW-26JUN30-T720,Will Elon Musk’s net worth be between $720b and $740b on June 30?,Elon Musk net worth on June 30 (Bloomberg) (June),0.0045,1.0000,true,0.9955,false,true,false,topical_overlap,,Different thresholds for net worth range.,Economics,6010,6304,true
0x576b4794974151eb4f62f84fd5e43ebc4d529d08b4ecd1d5531b04d0cd3bbc3a,KXPGATOUR-JODC26-LGRI,Will Lanto Griffin win the 2026 John Deere Classic?,John Deere Classic Winner — Lanto Griffin,0.0030,0.0020,false,0.9950,false,true,false,topical_overlap,,Different resolution criteria for the same event.,Sports,10,1,true
0xa3a9ccb1a453d70f1f8f53233cea6fcaaaccc0e7cb4ef7ac45fc878b13f7dfc6,KXPGATOUR-JODC26-DWU,Will Dylan Wu win the 2026 John Deere Classic?,John Deere Classic Winner — Dylan Wu,0.0030,0.0020,false,0.9950,false,true,false,topical_overlap,,Different resolution criteria for the same event.,Sports,5,55,true
0x53998a76c0cc5350379513082a4c43a5e3f55dd29515406ecfdfd6259a1c9b9f,KXCAGOVCOUNTY-26-CBIA,Will Chad Bianco finish first in the 2026 California Governor primary election in Los Angeles County?,California governor primary: which candidates will win a county? (In 2026),0.0050,1.0000,true,0.9950,false,true,false,topical_overlap,,Different resolution criteria regarding county wins.,Elections,15196,8311,true
0x3b7b78884a6316027d56fcccccdac8708febb2367c28ab4f5d39a741bec8d116,KXPGATOUR-JODC26-NDUN,Will Nick Dunlap win the 2026 John Deere Classic?,John Deere Classic Winner — Nick Dunlap,0.0030,0.0020,false,0.9950,false,true,false,topical_overlap,,Different resolution criteria for the same event.,Sports,10,2,true
0xa7a16ec72e753a28a9790e12e185e382a2fbe5c007601e7c131c8a11c9312a60,KXPGATOUR-JODC26-PPET,Will Paul Peterson win the 2026 John Deere Classic?,John Deere Classic Winner — Paul Peterson,0.0030,0.0020,false,0.9950,false,true,false,topical_overlap,,Different resolution criteria for the same event.,Sports,10,5,true
0xcb7463ddfda128cffe2b0119abe76b81ae604508100867547e5cd2d6fd317d79,KXPGATOUR-JODC26-KHIR,Will Kensei Hirata win the 2026 John Deere Classic?,John Deere Classic Winner — Kensei Hirata,0.0030,0.0020,false,0.9950,false,true,false,topical_overlap,,Different resolution criteria for winning vs top finish.,Sports,10,20,true
0x40b8080a130ab4893ffe0b60157abaff74583f38263e0f0e1373e2604eff87ae,KXCAGOVCOUNTY-26-TSTE,Will Tom Steyer finish first in the 2026 California Governor primary election in Los Angeles County?,California governor primary: which candidates will win a county? (In 2026),0.0050,1.0000,true,0.9950,false,true,false,topical_overlap,,Different resolution criteria regarding counties.,Elections,1932,7065,true
0xd14dff69278d7dd29cfb58e0bf2bcbec692f94cd54bb21e73140b17d95a21fd4,KXCAGOVCOUNTY-26-TSTE,Will Tom Steyer finish first in the 2026 California Governor primary election in Orange County?,California governor primary: which candidates will win a county? (In 2026),0.0055,1.0000,true,0.9945,false,true,false,topical_overlap,,Different resolution criteria regarding counties.,Elections,259,7065,true
0x358ea33d2a24adf8207dbc643eafeb7a822b234b31d0b805280496c63ec5e1f8,KXCAGOVCOUNTY-26-CBIA,Will Chad Bianco finish first in the 2026 California Governor primary election in San Diego County?,California governor primary: which candidates will win a county? (In 2026),0.0070,1.0000,true,0.9930,false,true,false,topical_overlap,,Different resolution criteria regarding county wins.,Elections,719,8311,true
0x0cdb0c28e2fdbae7b08f7a007f9de1256bf98adef543f8f290d6a2d48da3f8fa,KXPGATOUR-JODC26-SNOH,Will S.Y. Noh win the 2026 John Deere Classic?,John Deere Classic Winner — Seung-Yul Noh,0.0030,0.0040,false,0.9930,false,true,false,topical_overlap,,Different resolution criteria for winning vs top finish.,Sports,15,84,true
0xb80c60c87f026b59c629d5263ad33a5465fb8665f563231a4659e3a517257a5d,KXPGATOUR-JODC26-MKUC,Will Matt Kuchar win the 2026 John Deere Classic?,John Deere Classic Winner — Matt Kuchar,0.0030,0.0050,false,0.9920,false,true,false,topical_overlap,,Different resolution criteria for outcomes.,Sports,10,1811,true
0x791cb00c4a4ca552200452835f17b004377c657a7059b0bebbcf381a3f827c70,KXPGATOUR-JODC26-ZJOH,Will Zach Johnson win the 2026 John Deere Classic?,John Deere Classic Winner — Zach Johnson,0.0040,0.0040,false,0.9920,false,true,false,topical_overlap,,Different resolution criteria for winning vs finishing.,Sports,10,93,true
0xc736ae97f4adb77e44c78b405e516c6a57dea15dc8eb8a9ed6cb15150a4dfaa8,KXPGATOUR-JODC26-KVIL,Will Karl Vilips win the 2026 John Deere Classic?,John Deere Classic Winner — Karl Vilips,0.0040,0.0040,false,0.9920,false,true,false,topical_overlap,,Different resolution criteria for the same event.,Sports,10,34,true
0xcebf05bad4832d64c6aa8125b083b099b3aca0fde695f7ea7b7380300ecda826,KXPGATOUR-JODC26-KROY,Will Kevin Roy win the 2026 John Deere Classic?,John Deere Classic Winner — Kevin Roy,0.0045,0.0040,false,0.9915,false,true,false,topical_overlap,,Different resolution criteria for winning vs finishing.,Sports,15,60,true
0xdb2c890fbf9b032858275da65e9dddb2e635e6f327db92739abb65ae9464643a,KXPGATOUR-JODC26-CBLA,Will Chandler Blanchet win the 2026 John Deere Classic?,John Deere Classic Winner — Chandler Blanchet,0.0050,0.0040,false,0.9910,false,true,false,topical_overlap,,Different resolution criteria for the same event.,Sports,10,59,true
0x7230c1e4c98923df4f047e1dc0953cccc951e6c1da351d0f07df6007aa5dce0a,KXPGATOUR-JODC26-NSHI,Will Neal Shipley win the 2026 John Deere Classic?,John Deere Classic Winner — Neal Shipley,0.0040,0.0050,false,0.9910,false,true,false,topical_overlap,,Different resolution criteria for the same event.,Sports,10,256,true
0xcd373417f7d1b9ea95f940faa13fe7eafe7ef70aaf642314076f97adaec4e48a,KXPGATOUR-JODC26-CKIM,Will Chan Kim win the 2026 John Deere Classic?,John Deere Classic Winner — Chan Kim,0.0045,0.0050,false,0.9905,false,true,false,topical_overlap,,Different resolution criteria for winning vs top 10 finish.,Sports,15,482,true
0x604c0a8905e5b6c5243086c3f37b81922ed8980865a7e2c37596af35c50d10d1,KXPGATOUR-JODC26-PFIS,Will Patrick Fishburn win the 2026 John Deere Classic?,John Deere Classic Winner — Patrick Fishburn,0.0045,0.0050,false,0.9905,false,true,false,topical_overlap,,Different resolution criteria for the same event.,Sports,10,1778,true
0x178788be19cc27c495bb709cfbf582649e51b6bc11b3fa42ac221503f6b7e94b,KXTSLA-26JULDELIV-350000.0,Will Tesla deliver between 350000 and 375000 vehicles in Q2 2026,Tesla deliveries in Q2 (in Q2 2026),0.0095,1.0000,true,0.9905,false,true,false,topical_overlap,,Different thresholds for delivery counts.,Companies,21119,2383,true
0x289dd62309e5d8b89ce4560102e7f696f6153c210745f5daa0985297a39e3bb2,KXPGATOUR-JODC26-JVEG,Will Jhonattan Vegas win the 2026 John Deere Classic?,John Deere Classic Winner — Jhonattan Vegas,0.0050,0.0050,false,0.9900,false,true,false,topical_overlap,,Different resolution criteria for winning vs top finish.,Sports,15,85,true
0x3192bc58a3e347cc4b8a037a14f4f12db164d696da2e36d2f3070182570e87b1,KXNEXTTEAMNBA-26AREAVES15-UTA,Will Austin Reaves play for the Utah Jazz in 2026-27?,Austin Reaves' Next Team — Utah,0.0005,0.0100,false,0.9895,false,true,true,dropped_degenerate,dropped_degenerate,"Different teams, but same player and timeframe.",Sports,315,1,true
0xa9f8ff7b8b757196998e74da7d7f61684a11121222a7c96395b3d80599aca473,KXPGATOUR-JODC26-ZBLA,Will Zac Blair win the 2026 John Deere Classic?,John Deere Classic Winner — Zac Blair,0.0055,0.0050,false,0.9895,false,true,false,topical_overlap,,Different resolution criteria for the same event.,Sports,15,495,true
0xdc2523b473c2aca63b8ebf743a61a6ec2b1bbb086a9390080828e05250f3a158,KXPGATOUR-JODC26-AECK,Will Austin Eckroat win the 2026 John Deere Classic?,John Deere Classic Winner — Austin Eckroat,0.0045,0.0060,false,0.9895,false,true,false,topical_overlap,,Different resolution criteria for winning vs top finish.,Sports,15,943,true
0x66e9b1eabff409531d26c0f7dc7d563b69e9c37fa1dadb32e879bea2752a6cb8,KXPGATOUR-JODC26-SPOW,Will Seamus Power win the 2026 John Deere Classic?,John Deere Classic Winner — Seamus Power,0.0055,0.0050,false,0.9895,false,true,false,topical_overlap,,Different resolution criteria for the same event.,Sports,10,559,true
0x48dfb9e8a40e3becba607bc8f07591a0ae45cf168e89a573f2d2377533b10ff2,KXPRIMARYMOV-GOVGANOMR262R-BJON-P13,Will Burt Jones win the Georgia Republican Governor Primary Runoff by 10–15%?,"Georgia Republican Governor runoff  margin of victory? — Burt Jones, 12-15%",0.0005,0.0100,false,0.9895,false,true,false,topical_overlap,,Different margin thresholds for resolution.,Elections,378,71,true
0x6a594a1dabb5ec0fa175f79463f5c7b749d1636f7aaa1789140767066d3b6743,KXPRIMARYMOV-NY13D26-DCHE-P57,Will Darializa Avila Chevalier win the NY-13 Democratic Primary by more than 10%?,"NY-13 Democratic primary margin of victory? — Darializa Avila Chevalier, ≥15%",0.0005,0.0100,false,0.9895,false,true,false,topical_overlap,,Different margin thresholds for victory.,Elections,4531,91,true
0x88c4684717f8615795276b765d703905f157cdf8cc95fe27489f27c64b759ef4,KXPRIMARYMOV-GOVGANOMR262R-BJON-P1,Will Burt Jones win the Georgia Republican Governor Primary Runoff by less than 5%?,"Georgia Republican Governor runoff  margin of victory? — Burt Jones, 0-3%",0.0005,0.0100,false,0.9895,false,true,false,topical_overlap,,Different margin thresholds for resolution.,Elections,500,159,true
0xea649be6ea3447f3c145a173883c68a89faf4edda1f85109b76baa93b3ee7a87,KXPRESNOMR-28-PHEG,Will Pete Hegseth win the 2028 US Presidential Election?,2028 Republican presidential nominee — Pete Hegseth,0.0065,0.0040,false,0.9895,false,true,false,topical_overlap,,Different resolution criteria for nomination vs election.,Elections,7657848,2982,true
0x46d23c10497efd738984c1861fa475430dc627a80612d420281216be2d7d0bfc,KXNEXTTEAMNBA-26GANT-LAC,Will Giannis Antetokounmpo play for the Los Angeles Clippers in 2026-27?,Giannis Antetokounmpo's Next Team — Los Angeles C,0.0005,0.0100,false,0.9895,false,true,false,topical_overlap,,Different teams and resolution criteria.,Sports,126596,1103,true
0x5f441cf9f7e11bd4c1f52c40a558a84b6f70c0e180db3052d69de2c1d94f9e8f,KXPGATOUR-JODC26-LGLO,Will Lucas Glover win the 2026 John Deere Classic?,John Deere Classic Winner — Lucas Glover,0.0055,0.0060,false,0.9885,true,true,false,topical_overlap,,Different resolution criteria for winning vs top finish.,Sports,10,486,true
0xfbc09ec74d3cdb8feffd431a901d80e270d1b6a820fac6a4cc8ebe8d01ae3776,KXPGATOUR-JODC26-PROD,Will Patrick Rodgers win the 2026 John Deere Classic?,John Deere Classic Winner — Patrick Rodgers,0.0055,0.0060,false,0.9885,true,true,false,topical_overlap,,Different resolution criteria for the same event.,Sports,15,632,true
0xf68a00bb3db13d60ca7eae6ec6d4ea52653daf7bfeed91f00199827c21da1602,KXPGATOUR-JODC26-NECH,Will Nicolas Echavarria win the 2026 John Deere Classic?,John Deere Classic Winner — Nicolas Echavarria,0.0035,0.0080,false,0.9885,false,true,false,topical_overlap,,Different resolution criteria for winning vs top finish.,Sports,555,3463,true
0x4715da54dd9aaafbdbcdacf9fbb515961b9fdee4561d5b647fac4c69d87eba96,KXVENEZDEFACTO-27JAN01-JROD,Will Donald Trump be the de facto leader of Venezuela at the end of 2026?,Who will de facto lead Venezuela at the end of 2026? — Jorge Rodríguez,0.0015,0.0100,false,0.9885,false,true,false,topical_overlap,,Different candidates for de facto leadership.,Politics,1412,27,true
0xe8edb84bc1fb776b38ec9055336213a0d28bf45619876a711d38e8d2428fef7e,KXVENEZDEFACTO-27JAN01-DCAB,Will Dan Caine be the de facto leader of Venezuela at the end of 2026?,Who will de facto lead Venezuela at the end of 2026? — Diosdado Cabello,0.0015,0.0100,false,0.9885,false,true,false,topical_overlap,,Different leaders and resolution criteria.,Politics,1733,27,true
0xb4aed622feb940f689046b221c1ae98132164e779f45055e1c2aed0d6ccd9c43,KXPGATOUR-JODC26-CYOU,Will Carson Young win the 2026 John Deere Classic?,John Deere Classic Winner — Carson Young,0.0060,0.0060,false,0.9880,true,true,false,topical_overlap,,Different resolution criteria for winning vs top finish.,Sports,15,772,true
0x57629a27a9a1872baaa3a7a331a7979b0e1827d4eb93c2e6c98bc631a60091c2,KXPGATOUR-JODC26-PSTO,Will Preston Stout win the 2026 John Deere Classic?,John Deere Classic Winner — Preston Stout,0.0055,0.0070,false,0.9875,true,true,false,topical_overlap,,Different resolution criteria for winning vs top finish.,Sports,15,705,true
0xa8af47ebdf36ab52bbd29a3e41426320b590bbec1df28371ffacfb325fe7183a,KXPGATOUR-JODC26-TOLE,Will Thorbjorn Olesen win the 2026 John Deere Classic?,John Deere Classic Winner — Thorbjorn Olesen,0.0055,0.0070,false,0.9875,true,true,false,topical_overlap,,Different resolution criteria for the same event.,Sports,10,397,true
0xd38b5f805174839c5e7d9ccd316e2055c7e8af0de5eab7892850f4d9171151ff,KXGOLDMON-26JUN3017-T5003.99,"Will Gold (GC) settle over $5,000 on the final trading day of June 2026?","Gold price on June 30, 2026 at 5:00 PM EDT? (June 30, 2026 at 5:00 PM EDT)",0.0035,0.0100,false,0.9865,false,true,true,dropped_degenerate,dropped_degenerate,Different thresholds for gold price resolution.,Commodities,5968,0,true
0x649c8edf193b2b7892612df43f872007c073dfa781d5d7ee4c502f5415cad962,KXCAGOVCOUNTY-26-CBIA,Will Chad Bianco finish first in the 2026 California Governor primary election in Orange County?,California governor primary: which candidates will win a county? (In 2026),0.0135,1.0000,true,0.9865,false,true,false,topical_overlap,,Different resolution criteria regarding county wins.,Elections,1256,8311,true
0xb1ffbfa31f55ac9101a4703bf65749b4b9f26596868ed0d43ea6c685db3fe751,KXWCGOALLEADER-26-LMAR,Will Lautaro Martínez record the most goal contributions at the 2026 FIFA World Cup?,Golden Boot Winner — Lautaro Martinez,0.0035,0.0100,false,0.9865,false,true,false,topical_overlap,,Different resolution criteria for goal contributions vs goals scored.,Sports,1176,1421,true
0xa7bc9066ef012175ff82b5ab8cd8309e0686ec7e02d4e70f13c1b2c01f4b6278,KXCAGOVPRIMARY1ST-26JUN02-1ST-XBEC,Will Xavier Becerra finish first in the 2026 California Governor primary election in Orange County?,California Governor primary: 1st place — Xavier Becerra,0.0070,0.9930,true,0.9860,true,true,true,semantic_survivor,semantic_survivor,Both markets refer to Becerra finishing first in the same primary.,Elections,815,1697375,true
0xe5f5d4b7b71b49258567842ca1045134c0ef6bb357c9b202f89264137b8ffee8,KXVOTEPRIMARY-SENATEMED26GPLA-62,Will Graham Platner win less than 65% of votes in the Maine Senate Democratic Primary?,Maine Democratic Senate primary: Graham Platner vote percent — 60% - 65%,0.0040,0.0100,false,0.9860,false,true,false,topical_overlap,,Different vote percentage thresholds for resolution.,Elections,2598,78,true
0x80df4f1b8d5592f951c7713936ab858250498e45f16de678957df7a466c2848e,KXPGATOUR-JODC26-HLI,Will Hao-Tong Li win the 2026 John Deere Classic?,John Deere Classic Winner — Hao-Tong Li,0.0070,0.0070,false,0.9860,true,true,false,topical_overlap,,Different resolution criteria for winning vs top finish.,Sports,15,507,true
0x3e09898ef048ff9724ea85edf576a2f01b92aa121d7f17405af1771458cfec3f,KXWTI-26JUN3014-T63.99,Will Crude Oil (CL) settle over $63 on the final trading day of June 2026?,"Oil Price (WTI) on Jun 30, 2026? (Jun 30, 2026)",0.9860,1.0000,false,0.9860,false,true,false,topical_overlap,,Different thresholds for resolution criteria.,Commodities,9790,5032,true
0x9a3cac916a1713888a0ad48032049d980f91712c6cd653daf5a9621c262a50fb,KXSOLMINMON-SOL-26JUN30-5000,Will Solana dip to $50 on June 30?,How low will SOL get in June? (June),0.0045,0.0100,false,0.9855,false,true,false,topical_overlap,,Different thresholds and resolution criteria.,Crypto,306,281,true
0x8f21e67bc25fcaa809f3f739e7bfc9d4e1a42e915709d32632d5438c068e1e8e,KXHORMUZWEEKLY-26JUN28-T80,"Will 80 ships transit the Strait of Hormuz on any day by June 30, 2026?",Traffic through the Strait of Hormuz? (6/22 - 6/28) (6/22 - 6/28),0.0150,1.0000,true,0.9850,false,true,true,dropped_degenerate,dropped_degenerate,Both measure ship transits in the same timeframe.,Politics,823303,3976,true
0x11accf23e991f2b898ed3f4fa1721b7541dde02043e4118c41b9ca2b82a08258,KXPRIMARYMOV-SENATELAR26-JLET-P57,Will Julia Letlow win the Louisiana Senate Republican Primary Runoff by more than 25%?,"Louisiana Republican Senate runoff margin of victory? (On Jun 27, 2026)",0.0050,0.0100,false,0.9850,false,true,false,topical_overlap,,Different margin thresholds for resolution.,Elections,878,867,true
0x34ed4ad7a7825f168e1084f53e8f60a161579d783b2740e50aa52f710925a136,KXFRENCHPRES-27-EBOR,Will Ségolène Royal win the 2027 French presidential election?,Who will win the 2027 French presidential election? — Élisabeth Borne,0.0065,0.0090,false,0.9845,true,true,true,apparent_fee_clearing_gap,entity_mismatch_rejected,Different candidates for the same election.,Elections,4745155,0,true
0xabac7aea4a51bcea7944425fec1b0fa0f5bfa7fc2f7bd203e7409753739fa0d4,KXPGATOUR-JODC26-ZBAU,Will Zach Bauchou win the 2026 John Deere Classic?,John Deere Classic Winner — Zachary Bauchou,0.0070,0.0090,false,0.9840,true,true,false,topical_overlap,,Different resolution criteria for the same event.,Sports,15,941,true
0x8b2b748bbfd47a68a16f9c65984ffed1daad042f94c1f505a02a9876cc65b9f2,KXCBDECISIONMEXICO-26AUG06-C50P,Bank of Mexico decreases interest rates by 50+ bps after August 2026 meeting?,Bank of Mexico rate decision in August — Cut more than 50bps,0.0060,0.0100,false,0.9840,true,true,false,topical_overlap,,Different actions (cut vs hike) and criteria.,Economics,434,9,true
0x70a574f54380fa7ed6e2de1abee5758447b4290d15d5614eeeb4a3767f41d716,KXWCGOALLEADER-26-MSAL,Will Mohamed Salah record the most goal contributions at the 2026 FIFA World Cup?,Golden Boot Winner — Mohamed Salah,0.0085,0.0100,false,0.9815,true,true,false,topical_overlap,,Different resolution criteria for goal contributions vs goals.,Sports,981,995,true
0x4c91c8e140b8f4d9de109c4327bef2d1aa700ec36a0f7d045f10b9bfa7a4da31,KXCAGOVPRIMARY1ST-26JUN02-1ST-XBEC,Will Xavier Becerra finish first in the 2026 California Governor primary election in San Francisco City and County?,California Governor primary: 1st place — Xavier Becerra,0.0125,0.9930,true,0.9805,true,true,true,semantic_survivor,semantic_survivor,Both markets refer to the same event with a clear price difference.,Elections,2116,1697375,true
0x9a9f4a81df2805c44be0b2e4f05d83ee878911ead7c2f6005139a797c610ba98,KXF1SPRINTPOLE-BRIGP26-PER,Will Sergio Perez win the Sprint at the 2026 F1 British Grand Prix?,British Grand Prix Sprint Qualifying: Pole Position — Sergio Perez,0.0095,0.0100,false,0.9805,true,true,false,topical_overlap,,Different events: Sprint win vs. Pole Position.,Sports,162,1,true
